date,equity,cash,n_positions,return,dd
2024-06-03,100000.0,100000.0,0,0.0,0.0
2024-06-04,100000.0,100000.0,0,0.0,0.0
2024-06-05,100000.0,100000.0,0,0.0,0.0
2024-06-06,100000.0,100000.0,0,0.0,0.0
2024-06-07,100000.0,100000.0,0,0.0,0.0
2024-06-10,100000.0,100000.0,0,0.0,0.0
2024-06-11,100000.0,100000.0,0,0.0,0.0
2024-06-12,100000.0,100000.0,0,0.0,0.0
2024-06-13,100000.0,100000.0,0,0.0,0.0
2024-06-14,100000.0,100000.0,0,0.0,0.0
2024-06-17,100000.0,100000.0,0,0.0,0.0
2024-06-18,100000.0,100000.0,0,0.0,0.0
2024-06-20,100000.0,100000.0,0,0.0,0.0
2024-06-21,100000.0,100000.0,0,0.0,0.0
2024-06-24,100000.0,100000.0,0,0.0,0.0
2024-06-25,100000.0,100000.0,0,0.0,0.0
2024-06-26,100000.0,100000.0,0,0.0,0.0
2024-06-27,100000.0,100000.0,0,0.0,0.0
2024-06-28,100000.0,100000.0,0,0.0,0.0
2024-07-01,100000.0,100000.0,0,0.0,0.0
2024-07-02,100000.0,100000.0,0,0.0,0.0
2024-07-03,100000.0,100000.0,0,0.0,0.0
2024-07-05,100000.0,100000.0,0,0.0,0.0
2024-07-08,100000.0,100000.0,0,0.0,0.0
2024-07-09,100000.0,100000.0,0,0.0,0.0
2024-07-10,100000.0,100000.0,0,0.0,0.0
2024-07-11,100000.0,100000.0,0,0.0,0.0
2024-07-12,100000.0,100000.0,0,0.0,0.0
2024-07-15,100000.0,100000.0,0,0.0,0.0
2024-07-16,100000.0,100000.0,0,0.0,0.0
2024-07-17,100000.0,100000.0,0,0.0,0.0
2024-07-18,100000.0,100000.0,0,0.0,0.0
2024-07-19,100000.0,100000.0,0,0.0,0.0
2024-07-22,100000.0,100000.0,0,0.0,0.0
2024-07-23,100000.0,100000.0,0,0.0,0.0
2024-07-24,100000.0,100000.0,0,0.0,0.0
2024-07-25,100000.0,100000.0,0,0.0,0.0
2024-07-26,100000.0,100000.0,0,0.0,0.0
2024-07-29,100000.0,100000.0,0,0.0,0.0
